indeks,datum,vrijednost
CROBIS,7/8/2011,97.4200
CROBIS,7/11/2011,97.1400
CROBIS,7/12/2011,96.8700
CROBIS,7/13/2011,96.6900
CROBIS,7/14/2011,96.6000
CROBIS,7/15/2011,96.4100
CROBIS,7/18/2011,96.4400
CROBIS,7/19/2011,96.2800
CROBIS,7/20/2011,96.3100
CROBIS,7/21/2011,96.4000
CROBIS,7/22/2011,96.4300
CROBIS,7/25/2011,96.3100
CROBIS,7/26/2011,96.2700
CROBIS,7/27/2011,96.3800
CROBIS,7/28/2011,96.3700
CROBIS,7/29/2011,96.0600
CROBIS,8/1/2011,96.0500
CROBIS,8/2/2011,96.0700
CROBIS,8/3/2011,96.1900
CROBIS,8/4/2011,96.1000
CROBIS,8/8/2011,95.9800
CROBIS,8/9/2011,95.2700
CROBIS,8/10/2011,95.1700
CROBIS,8/11/2011,95.0800
CROBIS,8/12/2011,95.0500
CROBIS,8/16/2011,95.0700
CROBIS,8/17/2011,95.0100
CROBIS,8/18/2011,95.0500
CROBIS,8/19/2011,95.0100
CROBIS,8/22/2011,94.9500
CROBIS,8/23/2011,94.6900
CROBIS,8/24/2011,94.6400
CROBIS,8/25/2011,94.6100
CROBIS,8/26/2011,94.6700
CROBIS,8/29/2011,94.6100
CROBIS,8/30/2011,94.5600
CROBIS,8/31/2011,94.6500
CROBIS,9/1/2011,94.6200
CROBIS,9/2/2011,94.5900
CROBIS,9/5/2011,94.5900
CROBIS,9/6/2011,94.6000
CROBIS,9/7/2011,94.6200
CROBIS,9/8/2011,94.4900
CROBIS,9/9/2011,94.5600
CROBIS,9/12/2011,94.2900
CROBIS,9/13/2011,94.2000
CROBIS,9/14/2011,94.1700
CROBIS,9/15/2011,94.1400
CROBIS,9/16/2011,94.2800
CROBIS,9/19/2011,94.2400
CROBIS,9/20/2011,94.0600
CROBIS,9/21/2011,94.0300
CROBIS,9/22/2011,93.9200
CROBIS,9/23/2011,93.1800
CROBIS,9/26/2011,92.8300
CROBIS,9/27/2011,92.7800
CROBIS,9/28/2011,92.8700
CROBIS,9/29/2011,92.9200
CROBIS,9/30/2011,93.7800
CROBIS,10/3/2011,93.6400
CROBIS,10/4/2011,93.4000
CROBIS,10/5/2011,93.1400
CROBIS,10/6/2011,93.0900
CROBIS,10/7/2011,92.8000
CROBIS,10/10/2011,92.8500
CROBIS,10/11/2011,92.6800
CROBIS,10/12/2011,92.1800
CROBIS,10/13/2011,92.2200
CROBIS,10/14/2011,92.1400
CROBIS,10/17/2011,92.1000
CROBIS,10/18/2011,92.1800
CROBIS,10/19/2011,92.2400
CROBIS,10/20/2011,92.2800
CROBIS,10/21/2011,92.0000
CROBIS,10/24/2011,91.7700
CROBIS,10/25/2011,91.9000
CROBIS,10/26/2011,91.9700
CROBIS,10/27/2011,92.0200
CROBIS,10/28/2011,92.1800
CROBIS,10/31/2011,92.4700
CROBIS,11/2/2011,92.4600
CROBIS,11/3/2011,92.1800
CROBIS,11/4/2011,92.4000
CROBIS,11/7/2011,92.3100
CROBIS,11/8/2011,92.2900
CROBIS,11/9/2011,92.3200
CROBIS,11/10/2011,92.4600
CROBIS,11/11/2011,92.5400
CROBIS,11/14/2011,92.5400
CROBIS,11/15/2011,92.2500
CROBIS,11/16/2011,92.2900
CROBIS,11/17/2011,92.5100
CROBIS,11/18/2011,92.4300
CROBIS,11/21/2011,91.9000
CROBIS,11/22/2011,91.6500
CROBIS,11/23/2011,91.2400
CROBIS,11/24/2011,91.2000
CROBIS,11/25/2011,90.4500
CROBIS,11/28/2011,90.6600
CROBIS,11/29/2011,90.2400
CROBIS,11/30/2011,90.2700
CROBIS,12/1/2011,90.0300
CROBIS,12/2/2011,89.9988
CROBIS,12/5/2011,90.1315
CROBIS,12/6/2011,90.1907
CROBIS,12/7/2011,90.4037
CROBIS,12/8/2011,90.4512
CROBIS,12/9/2011,90.3889
CROBIS,12/12/2011,90.5991
CROBIS,12/13/2011,90.5747
CROBIS,12/14/2011,90.8232
CROBIS,12/15/2011,91.1990
CROBIS,12/16/2011,91.1885
CROBIS,12/19/2011,91.1532
CROBIS,12/20/2011,90.9931
CROBIS,12/21/2011,90.8751
CROBIS,12/22/2011,91.0908
CROBIS,12/23/2011,91.0016
CROBIS,12/27/2011,90.9458
CROBIS,12/28/2011,90.9700
CROBIS,12/29/2011,91.1139
CROBIS,12/30/2011,91.2653
CROBIS,1/2/2012,90.9638
CROBIS,1/3/2012,90.8538
CROBIS,1/4/2012,90.8766
CROBIS,1/5/2012,91.1756
CROBIS,1/9/2012,91.1118
CROBIS,1/10/2012,90.8166
CROBIS,1/11/2012,90.7751
CROBIS,1/12/2012,90.7265
CROBIS,1/13/2012,90.5509
CROBIS,1/16/2012,90.4046
CROBIS,1/17/2012,90.4478
CROBIS,1/18/2012,90.4286
CROBIS,1/19/2012,90.4069
CROBIS,1/20/2012,90.4794
CROBIS,1/23/2012,90.3810
CROBIS,1/24/2012,90.4120
CROBIS,1/25/2012,90.3784
CROBIS,1/26/2012,90.3980
CROBIS,1/27/2012,90.3307
CROBIS,1/30/2012,90.2414
CROBIS,1/31/2012,90.4250
CROBIS,2/1/2012,90.3750
CROBIS,2/2/2012,90.4706
CROBIS,2/3/2012,90.7418
CROBIS,2/6/2012,90.7264
CROBIS,2/7/2012,90.9222
CROBIS,2/8/2012,90.6784
CROBIS,2/9/2012,90.8843
CROBIS,2/10/2012,90.9420
CROBIS,2/13/2012,90.9225
CROBIS,2/14/2012,90.8546
CROBIS,2/15/2012,90.8739
CROBIS,2/16/2012,90.8465
CROBIS,2/17/2012,90.8776
CROBIS,2/20/2012,90.8935
CROBIS,2/21/2012,91.0067
CROBIS,2/22/2012,91.2317
CROBIS,2/23/2012,91.2771
CROBIS,2/24/2012,91.3679
CROBIS,2/27/2012,91.3713
CROBIS,2/28/2012,91.5104
CROBIS,2/29/2012,91.6342
CROBIS,3/1/2012,91.6896
CROBIS,3/2/2012,91.6778
CROBIS,3/5/2012,91.8417
CROBIS,3/6/2012,92.2334
CROBIS,3/7/2012,92.3980
CROBIS,3/8/2012,92.4810
CROBIS,3/9/2012,92.4541
CROBIS,3/12/2012,92.4531
CROBIS,3/13/2012,92.5847
CROBIS,3/14/2012,92.9832
CROBIS,3/15/2012,93.2940
CROBIS,3/16/2012,93.3802
CROBIS,3/19/2012,93.4983
CROBIS,3/20/2012,93.4440
CROBIS,3/21/2012,93.9090
CROBIS,3/22/2012,94.1177
CROBIS,3/23/2012,94.2046
CROBIS,3/26/2012,94.2492
CROBIS,3/27/2012,94.1342
CROBIS,3/28/2012,93.8710
CROBIS,3/29/2012,93.9292
CROBIS,3/30/2012,93.9659
CROBIS,4/2/2012,93.9523
CROBIS,4/3/2012,93.9305
CROBIS,4/4/2012,94.0523
CROBIS,4/5/2012,94.3948
CROBIS,4/6/2012,94.4296
CROBIS,4/10/2012,94.4639
CROBIS,4/11/2012,94.3690
CROBIS,4/12/2012,94.3450
CROBIS,4/13/2012,94.4018
CROBIS,4/16/2012,94.3949
CROBIS,4/17/2012,94.4714
CROBIS,4/18/2012,94.9175
CROBIS,4/19/2012,94.9436
CROBIS,4/20/2012,94.9820
CROBIS,4/23/2012,94.8745
CROBIS,4/24/2012,95.0045
CROBIS,4/25/2012,95.0696
CROBIS,4/26/2012,95.0732
CROBIS,4/27/2012,95.0094
CROBIS,4/30/2012,95.1479
CROBIS,5/2/2012,95.2360
CROBIS,5/3/2012,95.0927
CROBIS,5/4/2012,95.4337
CROBIS,5/7/2012,95.4052
CROBIS,5/8/2012,95.4436
CROBIS,5/9/2012,95.4615
CROBIS,5/10/2012,95.3432
CROBIS,5/11/2012,95.3647
CROBIS,5/14/2012,95.3821
CROBIS,5/15/2012,95.3687
CROBIS,5/16/2012,94.9486
CROBIS,5/17/2012,94.9394
CROBIS,5/18/2012,94.9963
CROBIS,5/21/2012,94.9085
CROBIS,5/22/2012,94.9787
CROBIS,5/23/2012,94.9627
CROBIS,5/24/2012,95.2426
CROBIS,5/25/2012,95.3089
CROBIS,5/28/2012,95.2962
CROBIS,5/29/2012,95.3840
CROBIS,5/30/2012,95.3021
CROBIS,5/31/2012,95.5241
CROBIS,6/1/2012,95.5555
CROBIS,6/4/2012,95.4513
CROBIS,6/5/2012,95.5057
CROBIS,6/6/2012,95.4866
CROBIS,6/8/2012,95.3679
CROBIS,6/11/2012,95.4248
CROBIS,6/12/2012,95.5065
CROBIS,6/13/2012,95.4961
CROBIS,6/14/2012,95.4725
CROBIS,6/15/2012,95.5428
CROBIS,6/18/2012,95.5821
CROBIS,6/19/2012,95.6108
CROBIS,6/20/2012,95.5787
CROBIS,6/21/2012,95.6939
CROBIS,6/26/2012,95.6102
CROBIS,6/27/2012,95.3906
CROBIS,6/28/2012,95.7781
CROBIS,6/29/2012,95.7543
CROBIS,7/2/2012,95.7683
CROBIS,7/3/2012,95.4451
CROBIS,7/4/2012,95.1937
CROBIS,7/5/2012,95.2917
CROBIS,7/6/2012,95.3920
CROBIS,7/9/2012,95.4689
CROBIS,7/10/2012,95.3934
CROBIS,7/11/2012,95.4092
CROBIS,7/12/2012,95.3616
CROBIS,7/13/2012,95.4546
CROBIS,7/16/2012,95.4844
CROBIS,7/17/2012,95.5116
CROBIS,7/18/2012,95.7563
CROBIS,7/19/2012,95.8609
CROBIS,7/20/2012,95.8885
CROBIS,7/23/2012,95.6863
CROBIS,7/24/2012,95.7509
CROBIS,7/25/2012,95.7699
CROBIS,7/26/2012,95.9924
CROBIS,7/27/2012,95.9225
CROBIS,7/30/2012,95.8692
CROBIS,7/31/2012,95.8379
CROBIS,8/1/2012,95.8207
CROBIS,8/2/2012,95.8153
CROBIS,8/3/2012,95.8644
CROBIS,8/6/2012,95.8631
CROBIS,8/7/2012,95.8474
CROBIS,8/8/2012,95.9038
CROBIS,8/9/2012,95.8344
CROBIS,8/10/2012,95.9586
CROBIS,8/13/2012,95.9047
CROBIS,8/14/2012,95.8651
CROBIS,8/16/2012,95.9891
CROBIS,8/17/2012,96.2065
CROBIS,8/20/2012,96.3357
CROBIS,8/21/2012,96.3075
CROBIS,8/22/2012,96.5585
CROBIS,8/23/2012,96.6120
CROBIS,8/24/2012,96.6229
CROBIS,8/27/2012,96.5240
CROBIS,8/28/2012,96.5577
CROBIS,8/29/2012,96.6115
CROBIS,8/30/2012,96.7490
CROBIS,8/31/2012,96.9174
CROBIS,9/3/2012,97.0963
CROBIS,9/4/2012,97.5255
CROBIS,9/5/2012,97.7066
CROBIS,9/6/2012,97.5917
CROBIS,9/7/2012,97.8669
CROBIS,9/10/2012,98.5664
CROBIS,9/11/2012,99.1794
CROBIS,9/12/2012,99.7343
CROBIS,9/13/2012,100.1106
CROBIS,9/14/2012,100.8993
CROBIS,9/17/2012,101.0418
CROBIS,9/18/2012,101.0682
CROBIS,9/19/2012,101.3366
CROBIS,9/20/2012,101.4748
CROBIS,9/21/2012,101.2374
CROBIS,9/24/2012,101.6276
CROBIS,9/25/2012,101.5424
CROBIS,9/26/2012,101.7398
CROBIS,9/27/2012,101.8863
CROBIS,9/28/2012,101.8137
CROBIS,10/1/2012,101.4933
CROBIS,10/2/2012,101.5046
CROBIS,10/3/2012,101.6512
CROBIS,10/4/2012,101.6748
CROBIS,10/5/2012,101.7234
CROBIS,10/9/2012,101.6552
CROBIS,10/10/2012,101.3945
CROBIS,10/11/2012,102.2366
CROBIS,10/12/2012,102.3068
CROBIS,10/15/2012,102.3045
CROBIS,10/16/2012,102.7952
CROBIS,10/17/2012,102.8342
CROBIS,10/18/2012,102.7782
CROBIS,10/19/2012,102.7168
CROBIS,10/22/2012,102.4335
CROBIS,10/23/2012,102.4149
CROBIS,10/24/2012,102.2771
CROBIS,10/25/2012,102.2947
CROBIS,10/26/2012,102.3788
CROBIS,10/29/2012,102.3572
CROBIS,10/30/2012,103.0663
CROBIS,10/31/2012,103.0630
CROBIS,11/2/2012,103.1561
CROBIS,11/5/2012,103.1524
CROBIS,11/6/2012,102.9018
CROBIS,11/7/2012,102.9254
CROBIS,11/8/2012,103.0076
CROBIS,11/9/2012,102.9896
CROBIS,11/12/2012,102.8663
CROBIS,11/13/2012,102.8306
CROBIS,11/14/2012,103.1592
CROBIS,11/15/2012,103.2340
CROBIS,11/16/2012,103.2084
CROBIS,11/19/2012,103.0262
CROBIS,11/20/2012,103.1737
CROBIS,11/21/2012,102.7615
CROBIS,11/22/2012,103.0293
CROBIS,11/23/2012,102.8674
CROBIS,11/26/2012,102.8430
CROBIS,11/27/2012,102.7578
CROBIS,11/28/2012,102.8600
CROBIS,11/29/2012,102.9138
CROBIS,11/30/2012,102.9247
CROBIS,12/3/2012,102.9979
CROBIS,12/4/2012,102.8484
CROBIS,12/5/2012,102.9489
CROBIS,12/6/2012,102.8368
CROBIS,12/7/2012,103.0089
CROBIS,12/10/2012,103.4583
CROBIS,12/11/2012,103.5261
CROBIS,12/12/2012,103.8876
CROBIS,12/13/2012,103.8982
CROBIS,12/14/2012,103.8079
CROBIS,12/17/2012,102.8144
CROBIS,12/18/2012,102.6531
CROBIS,12/19/2012,102.8367
CROBIS,12/20/2012,102.9710
CROBIS,12/21/2012,103.4498
CROBIS,12/24/2012,103.4692
CROBIS,12/27/2012,103.3315
CROBIS,12/28/2012,103.7109
CROBIS,12/31/2012,103.7463
CROBIS,1/2/2013,103.7241
CROBIS,1/3/2013,103.7944
CROBIS,1/4/2013,103.8353
CROBIS,1/7/2013,103.4823
CROBIS,1/8/2013,103.5016
CROBIS,1/9/2013,103.5700
CROBIS,1/10/2013,103.5634
CROBIS,1/11/2013,103.6215
CROBIS,1/14/2013,104.0771
CROBIS,1/15/2013,104.1383
CROBIS,1/16/2013,104.2770
CROBIS,1/17/2013,104.3225
CROBIS,1/18/2013,104.7481
CROBIS,1/21/2013,104.9230
CROBIS,1/22/2013,104.9064
CROBIS,1/23/2013,104.8838
CROBIS,1/24/2013,104.7570
CROBIS,1/25/2013,104.8022
CROBIS,1/28/2013,104.7828
CROBIS,1/29/2013,104.7484
CROBIS,1/30/2013,104.9601
CROBIS,1/31/2013,104.6526
CROBIS,2/1/2013,104.3769
CROBIS,2/4/2013,104.1202
CROBIS,2/5/2013,104.1683
CROBIS,2/6/2013,104.0876
CROBIS,2/7/2013,103.6767
CROBIS,2/8/2013,103.9805
CROBIS,2/11/2013,104.0673
CROBIS,2/12/2013,104.1019
CROBIS,2/13/2013,103.9981
CROBIS,2/14/2013,103.8466
CROBIS,2/15/2013,103.8227
CROBIS,2/18/2013,103.8316
CROBIS,2/19/2013,103.8718
CROBIS,2/20/2013,103.3526
CROBIS,2/21/2013,103.2830
CROBIS,2/22/2013,103.2671
CROBIS,2/25/2013,103.2884
CROBIS,2/26/2013,103.1584
CROBIS,2/27/2013,103.1520
CROBIS,2/28/2013,103.0738
CROBIS,3/1/2013,102.9494
CROBIS,3/4/2013,102.7366
CROBIS,3/5/2013,102.6878
CROBIS,3/6/2013,102.8698
CROBIS,3/7/2013,103.0315
CROBIS,3/8/2013,102.9458
CROBIS,3/11/2013,102.8913
CROBIS,3/12/2013,102.7875
CROBIS,3/13/2013,102.7367
CROBIS,3/14/2013,102.6537
CROBIS,3/15/2013,102.9099
CROBIS,3/18/2013,102.9047
CROBIS,3/19/2013,102.7078
CROBIS,3/20/2013,102.5365
CROBIS,3/21/2013,102.4011
CROBIS,3/22/2013,102.3175
CROBIS,3/25/2013,102.2309
CROBIS,3/26/2013,102.2965
CROBIS,3/27/2013,102.3382
CROBIS,3/28/2013,102.3636
CROBIS,3/29/2013,102.3612
CROBIS,4/2/2013,102.2649
CROBIS,4/3/2013,102.3299
CROBIS,4/4/2013,102.3098
CROBIS,4/5/2013,102.5419
CROBIS,4/8/2013,102.7461
CROBIS,4/9/2013,103.1839
CROBIS,4/10/2013,103.2903
CROBIS,4/11/2013,103.2552
CROBIS,4/12/2013,103.4655
CROBIS,4/15/2013,103.4517
CROBIS,4/16/2013,103.4185
CROBIS,4/17/2013,103.4392
CROBIS,4/18/2013,103.4288
CROBIS,4/19/2013,103.4179
CROBIS,4/22/2013,103.4246
CROBIS,4/23/2013,103.3635
CROBIS,4/24/2013,103.5672
CROBIS,4/25/2013,103.5704
CROBIS,4/26/2013,103.5337
CROBIS,4/29/2013,103.4478
CROBIS,4/30/2013,103.4229
CROBIS,5/2/2013,103.5781
CROBIS,5/3/2013,104.2244
CROBIS,5/6/2013,104.1700
CROBIS,5/7/2013,104.3247
CROBIS,5/8/2013,104.2948
CROBIS,5/9/2013,104.3208
CROBIS,5/10/2013,104.3371
CROBIS,5/13/2013,104.0282
CROBIS,5/14/2013,104.0462
CROBIS,5/15/2013,104.0940
CROBIS,5/16/2013,103.7315
CROBIS,5/17/2013,103.6928
CROBIS,5/20/2013,103.6302
CROBIS,5/21/2013,103.7421
CROBIS,5/22/2013,103.7402
CROBIS,5/23/2013,103.2741
CROBIS,5/24/2013,103.2523
CROBIS,5/27/2013,103.0060
CROBIS,5/28/2013,103.0597
CROBIS,5/29/2013,102.9438
CROBIS,5/31/2013,102.9717
CROBIS,6/3/2013,102.9301
CROBIS,6/4/2013,102.9694
CROBIS,6/5/2013,103.0003
CROBIS,6/6/2013,103.1312
CROBIS,6/7/2013,103.2028
CROBIS,6/10/2013,102.7207
CROBIS,6/11/2013,102.6887
CROBIS,6/12/2013,101.9780
CROBIS,6/13/2013,101.9776
CROBIS,6/14/2013,102.1515
CROBIS,6/17/2013,102.3419
CROBIS,6/18/2013,102.0983
CROBIS,6/19/2013,102.3188
CROBIS,6/20/2013,102.1156
CROBIS,6/21/2013,100.6913
CROBIS,6/24/2013,100.2755
CROBIS,6/26/2013,100.3854
CROBIS,6/27/2013,100.5189
CROBIS,6/28/2013,100.8039
CROBIS,7/1/2013,100.8703
CROBIS,7/2/2013,100.8135
CROBIS,7/3/2013,100.8350
CROBIS,7/4/2013,100.8177
CROBIS,7/5/2013,100.3395
CROBIS,7/8/2013,99.8550
CROBIS,7/9/2013,100.5565
CROBIS,7/10/2013,100.6897
CROBIS,7/11/2013,100.4199
CROBIS,7/12/2013,100.3950
CROBIS,7/15/2013,100.4122
CROBIS,7/16/2013,100.6251
CROBIS,7/17/2013,100.5827
CROBIS,7/18/2013,100.6381
CROBIS,7/19/2013,101.6504
CROBIS,7/22/2013,101.8710
CROBIS,7/23/2013,101.8009
CROBIS,7/24/2013,101.8663
CROBIS,7/25/2013,101.9098
CROBIS,7/26/2013,101.9332
CROBIS,7/29/2013,101.9965
CROBIS,7/30/2013,102.0167
CROBIS,7/31/2013,102.1438
CROBIS,8/1/2013,102.0931
CROBIS,8/2/2013,101.8906
CROBIS,8/6/2013,101.8433
CROBIS,8/7/2013,101.1759
CROBIS,8/8/2013,101.3026
CROBIS,8/9/2013,101.3433
CROBIS,8/12/2013,101.4266
CROBIS,8/13/2013,101.5991
CROBIS,8/14/2013,101.5773
CROBIS,8/16/2013,101.4690
CROBIS,8/19/2013,101.4760
CROBIS,8/20/2013,101.2276
CROBIS,8/21/2013,101.3039
CROBIS,8/22/2013,101.2156
CROBIS,8/23/2013,101.1844
CROBIS,8/26/2013,101.1474
CROBIS,8/27/2013,101.0159
CROBIS,8/28/2013,100.7084
CROBIS,8/29/2013,100.6315
CROBIS,8/30/2013,100.6243
CROBIS,9/2/2013,100.6249
CROBIS,9/3/2013,100.6803
CROBIS,9/4/2013,100.6558
CROBIS,9/5/2013,100.6127
CROBIS,9/6/2013,100.6014
CROBIS,9/9/2013,100.5392
CROBIS,9/10/2013,100.6124
CROBIS,9/11/2013,100.6284
CROBIS,9/12/2013,100.6653
CROBIS,9/13/2013,100.7416
CROBIS,9/16/2013,100.6861
CROBIS,9/17/2013,100.4880
CROBIS,9/18/2013,100.4391
CROBIS,9/19/2013,100.5080
CROBIS,9/20/2013,100.4988
CROBIS,9/23/2013,100.4372
CROBIS,9/24/2013,100.3698
CROBIS,9/25/2013,100.2946
CROBIS,9/26/2013,100.2730
CROBIS,9/27/2013,100.3190
CROBIS,9/30/2013,100.2673
CROBIS,10/1/2013,100.4388
CROBIS,10/2/2013,100.3499
CROBIS,10/3/2013,100.3392
CROBIS,10/4/2013,100.2598
CROBIS,10/7/2013,100.1917
CROBIS,10/9/2013,100.1672
CROBIS,10/10/2013,100.1832
CROBIS,10/11/2013,100.2111
CROBIS,10/14/2013,100.2587
CROBIS,10/15/2013,100.4153
CROBIS,10/16/2013,100.3894
CROBIS,10/17/2013,100.3348
CROBIS,10/18/2013,100.3117
CROBIS,10/21/2013,100.3013
CROBIS,10/22/2013,100.3384
CROBIS,10/23/2013,100.2550
CROBIS,10/24/2013,100.4052
CROBIS,10/25/2013,100.3651
CROBIS,10/28/2013,100.2435
CROBIS,10/29/2013,100.1894
CROBIS,10/30/2013,100.1957
CROBIS,10/31/2013,100.2121
CROBIS,11/4/2013,100.2279
CROBIS,11/5/2013,100.2247
CROBIS,11/6/2013,100.2552
CROBIS,11/7/2013,100.2353
CROBIS,11/8/2013,100.1678
CROBIS,11/11/2013,100.1726
CROBIS,11/12/2013,100.1876
CROBIS,11/13/2013,100.2002
CROBIS,11/14/2013,100.0367
CROBIS,11/15/2013,100.0225
CROBIS,11/18/2013,100.0112
CROBIS,11/19/2013,99.9835
CROBIS,11/20/2013,99.9928
CROBIS,11/21/2013,99.8577
CROBIS,11/22/2013,99.8541
CROBIS,11/25/2013,99.7758
CROBIS,11/26/2013,99.7918
CROBIS,11/27/2013,99.7886
CROBIS,11/28/2013,99.8717
CROBIS,11/29/2013,99.7171
CROBIS,12/2/2013,99.7922
CROBIS,12/3/2013,99.7965
CROBIS,12/4/2013,99.8704
CROBIS,12/5/2013,99.8593
CROBIS,12/6/2013,99.8501
CROBIS,12/9/2013,99.7946
CROBIS,12/10/2013,99.8839
CROBIS,12/11/2013,99.8716
CROBIS,12/12/2013,99.6958
CROBIS,12/13/2013,99.6597
CROBIS,12/16/2013,99.5433
CROBIS,12/17/2013,99.1525
CROBIS,12/18/2013,99.0656
CROBIS,12/19/2013,98.8887
CROBIS,12/20/2013,99.1278
CROBIS,12/23/2013,99.2479
CROBIS,12/27/2013,99.1484
CROBIS,12/30/2013,99.0897
CROBIS,12/31/2013,99.1567
CROBIS,1/2/2014,99.0182
CROBIS,1/3/2014,99.1315
CROBIS,1/7/2014,99.3771
CROBIS,1/8/2014,99.4367
CROBIS,1/9/2014,99.5641
CROBIS,1/10/2014,99.6225
CROBIS,1/13/2014,99.7139
CROBIS,1/14/2014,99.7277
CROBIS,1/15/2014,99.8436
CROBIS,1/16/2014,99.7611
CROBIS,1/17/2014,99.9034
CROBIS,1/20/2014,100.0859
CROBIS,1/21/2014,100.1900
CROBIS,1/22/2014,100.1454
CROBIS,1/23/2014,99.9162
CROBIS,1/24/2014,99.8506
CROBIS,1/27/2014,99.8616
CROBIS,1/28/2014,99.8401
CROBIS,1/29/2014,99.8413
CROBIS,1/30/2014,99.8049
CROBIS,1/31/2014,99.7007
CROBIS,2/3/2014,99.6252
CROBIS,2/4/2014,99.6361
CROBIS,2/5/2014,99.5750
CROBIS,2/6/2014,99.8947
CROBIS,2/7/2014,100.0191
CROBIS,2/10/2014,99.7104
CROBIS,2/11/2014,100.1164
CROBIS,2/12/2014,100.3080
CROBIS,2/13/2014,100.3933
CROBIS,2/14/2014,100.4180
CROBIS,2/17/2014,100.3912
CROBIS,2/18/2014,100.4669
CROBIS,2/19/2014,100.4048
CROBIS,2/20/2014,100.3634
CROBIS,2/21/2014,100.3989
CROBIS,2/24/2014,100.5821
CROBIS,2/25/2014,100.7026
CROBIS,2/26/2014,100.7855
CROBIS,2/27/2014,100.9284
CROBIS,2/28/2014,101.3860
CROBIS,3/3/2014,101.1592
CROBIS,3/4/2014,101.1950
CROBIS,3/5/2014,101.3117
CROBIS,3/6/2014,101.3171
CROBIS,3/7/2014,101.4304
CROBIS,3/10/2014,101.4133
CROBIS,3/11/2014,101.3379
CROBIS,3/12/2014,101.3528
CROBIS,3/13/2014,101.4394
CROBIS,3/14/2014,101.3576
CROBIS,3/17/2014,101.1056
CROBIS,3/18/2014,101.2154
CROBIS,3/19/2014,101.2396
CROBIS,3/20/2014,101.2078
CROBIS,3/21/2014,101.2295
CROBIS,3/24/2014,101.2822
CROBIS,3/25/2014,101.3019
CROBIS,3/26/2014,101.3975
CROBIS,3/27/2014,101.1568
CROBIS,3/28/2014,101.2591
CROBIS,3/31/2014,101.3090
CROBIS,4/1/2014,101.2302
CROBIS,4/2/2014,101.4889
CROBIS,4/3/2014,101.4207
CROBIS,4/4/2014,101.5861
CROBIS,4/7/2014,101.6269
CROBIS,4/8/2014,101.6803
CROBIS,4/9/2014,101.7899
CROBIS,4/10/2014,101.7781
CROBIS,4/11/2014,101.7967
CROBIS,4/14/2014,101.7843
CROBIS,4/15/2014,101.8482
CROBIS,4/16/2014,101.8097
CROBIS,4/17/2014,101.7293
CROBIS,4/18/2014,101.7246
CROBIS,4/22/2014,101.6360
CROBIS,4/23/2014,101.9793
CROBIS,4/24/2014,102.0540
CROBIS,4/25/2014,102.0138
CROBIS,4/28/2014,102.0099
CROBIS,4/29/2014,102.0382
CROBIS,4/30/2014,102.1439
CROBIS,5/2/2014,102.2279
CROBIS,5/5/2014,102.2187
CROBIS,5/6/2014,102.1956
CROBIS,5/7/2014,102.0265
CROBIS,5/8/2014,102.0599
CROBIS,5/9/2014,102.1718
CROBIS,5/12/2014,102.1867
CROBIS,5/13/2014,102.1990
CROBIS,5/14/2014,102.2878
CROBIS,5/15/2014,102.2969
CROBIS,5/16/2014,102.3325
CROBIS,5/19/2014,102.6562
CROBIS,5/20/2014,102.7755
CROBIS,5/21/2014,102.9753
CROBIS,5/22/2014,103.1319
CROBIS,5/23/2014,103.1164
CROBIS,5/26/2014,103.2679
CROBIS,5/27/2014,103.2247
CROBIS,5/28/2014,103.2530
CROBIS,5/29/2014,103.2564
CROBIS,5/30/2014,103.3653
CROBIS,6/2/2014,103.7053
CROBIS,6/3/2014,103.7375
CROBIS,6/4/2014,103.8012
CROBIS,6/5/2014,103.7800
CROBIS,6/6/2014,104.0104
CROBIS,6/9/2014,104.3644
CROBIS,6/10/2014,104.3374
CROBIS,6/11/2014,104.4442
CROBIS,6/12/2014,104.4709
CROBIS,6/13/2014,104.5358
CROBIS,6/16/2014,104.5497
CROBIS,6/17/2014,104.5458
CROBIS,6/18/2014,104.7697
CROBIS,6/20/2014,104.7986
CROBIS,6/23/2014,104.2928
CROBIS,6/24/2014,104.6167
CROBIS,6/26/2014,104.7520
CROBIS,6/27/2014,104.9587
CROBIS,6/30/2014,105.1018
CROBIS,7/1/2014,105.0533
CROBIS,7/2/2014,104.6885
CROBIS,7/3/2014,104.9527
CROBIS,7/4/2014,104.9214
CROBIS,7/7/2014,104.8978
CROBIS,7/8/2014,104.8925
CROBIS,7/9/2014,104.8083
CROBIS,7/10/2014,104.7914
CROBIS,7/11/2014,104.7363
CROBIS,7/14/2014,104.7048
CROBIS,7/15/2014,104.7087
CROBIS,7/16/2014,104.7006
CROBIS,7/17/2014,104.6689
CROBIS,7/18/2014,104.4176
CROBIS,7/21/2014,104.2799
CROBIS,7/22/2014,104.2871
CROBIS,7/23/2014,104.3090
CROBIS,7/24/2014,104.4271
CROBIS,7/25/2014,104.5553
CROBIS,7/28/2014,104.6208
CROBIS,7/29/2014,104.5631
CROBIS,7/30/2014,104.5100
CROBIS,7/31/2014,104.2759
CROBIS,8/1/2014,104.1332
CROBIS,8/4/2014,104.0944
CROBIS,8/6/2014,103.9668
CROBIS,8/7/2014,103.8832
CROBIS,8/8/2014,103.6860
CROBIS,8/11/2014,103.3831
CROBIS,8/12/2014,103.4234
CROBIS,8/13/2014,103.5615
CROBIS,8/14/2014,103.5845
CROBIS,8/18/2014,103.6693
